device;loading_datetime;GPU_temp_celsius;CPU_temp_celsius;frequency_arm_hz;frequency_core_hz;frequency_pwm_hz;voltage_core_v;voltage_sdram_c_v;voltage_sdram_i_v;voltage_sdram_p_v;memory_arm_bytes;memory_gpu_bytes;throttled
raspberry-pi-4b;2022-10-06@18:33:18;827;82776;1629386752;333333984;107143064;9297;11;11;11;994050048;79691776;0xe0008
raspberry-pi-4b;2022-10-06@18:33:23;827;83263;1726417920;333333984;107143064;9297;11;11;11;994050048;79691776;0xe0008
raspberry-pi-4b;2022-10-06@18:33:26;818;81315;1775408256;333333984;107143064;9405;11;11;11;994050048;79691776;0xe0008
raspberry-pi-4b;2022-10-06@18:33:28;803;80341;1800457088;500000992;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:33:32;803;79854;1800457088;499987808;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:33:35;813;80341;1800457088;500000992;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:33:37;803;80828;1800404352;500000992;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:33:40;793;79367;1800457088;500000992;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:33:43;798;79854;1800404352;500000992;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:33:45;793;7888;1800457088;500000992;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:33:47;788;79854;1800404352;500000992;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:33:49;793;7888;1800457088;500000992;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:33:53;793;79854;1800457088;499987808;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:34:12;769;76932;1800457088;499987808;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:34:15;764;76932;1800404352;499987808;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:34:18;774;77419;1800457088;500000992;107143064;946;11;11;11;994050048;79691776;0xe0000
raspberry-pi-4b;2022-10-06@18:34:21;774;77419;1800404352;500000992;107143064;946;11;11;11;994050048;79691776;0xe0000
